"","rxddrgid","rxddrug","rxdingfl","rxddci1a","rxddci1b","rxddci1c","rxddci2a","rxddci2b","rxddci2c","rxddci3a","rxddci3b","rxddci3c","rxddci4a","rxddci4b","rxddci4c","rxdici1a","rxdici1b","rxdici1c","rxdici2a","rxdici2b","rxdici2c","rxdici3a","rxdici3b","rxdici3c","rxdici4a","rxdici4b","rxdici4c","rxdici5a","rxdici5b","rxdici5c","rxdici6a","rxdici6b","rxdici6c","rxddcn1a","rxddcn1b","rxddcn1c","rxddcn2a","rxddcn2b","rxddcn2c","rxddcn3a","rxddcn3b","rxddcn3c","rxddcn4a","rxddcn4b","rxddcn4c","rxdicn1a","rxdicn1b","rxdicn1c","rxdicn2a","rxdicn2b","rxdicn2c","rxdicn3a","rxdicn3b","rxdicn3c","rxdicn4a","rxdicn4b","rxdicn4c","rxdicn5a","rxdicn5b","rxdicn5c","rxdicn6a","rxdicn6b","rxdicn6c"
"59","c00130","RESPIRATORY INHALANT PRODUCTS - UNSPECIFIED",0,122,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","RESPIRATORY INHALANT PRODUCTS","","","","","","","","","","","RESPIRATORY AGENTS","RESPIRATORY INHALANT PRODUCTS","","","","","","","","","","","","","","","",""
"60","c00131","ANTIASTHMATIC COMBINATIONS - UNSPECIFIED",0,122,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIASTHMATIC COMBINATIONS","","","","","","","","","","","RESPIRATORY AGENTS","ANTIASTHMATIC COMBINATIONS","","","","","","","","","","","","","","","",""
"61","c00133","TOPICAL AGENTS - UNSPECIFIED",0,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","","","","","","","","","","","","TOPICAL AGENTS","","","","","","","","","","","","","","","","",""
"62","c00136","DERMATOLOGICAL AGENTS - UNSPECIFIED",0,133,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","","","","","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","","","","","","","","","","","","","","","",""
"63","c00138","TOPICAL STEROIDS - UNSPECIFIED",0,133,136,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL STEROIDS","","","","","","","","","","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL STEROIDS","","","","","","","","","","","","","","",""
"64","c00147","OPHTHALMIC PREPARATIONS - UNSPECIFIED",0,133,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","","","","","","","","","","","","","","","",""
"65","c00148","OTIC PREPARATIONS - UNSPECIFIED",0,133,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OTIC PREPARATIONS","","","","","","","","","","","TOPICAL AGENTS","OTIC PREPARATIONS","","","","","","","","","","","","","","","",""
"66","c00164","OPHTHALMIC GLAUCOMA AGENTS - UNSPECIFIED",0,133,147,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC GLAUCOMA AGENTS","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC GLAUCOMA AGENTS","","","","","","","","","","","","","","",""
"67","c00167","OPHTHALMIC ANTI-INFLAMMATORY AGENTS - UNSPECIFIED",0,133,147,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTI-INFLAMMATORY AGENTS","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTI-INFLAMMATORY AGENTS","","","","","","","","","","","","","","",""
"68","c00169","MISCELLANEOUS OPHTHALMIC AGENTS - UNSPECIFIED",0,133,147,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","MISCELLANEOUS OPHTHALMIC AGENTS","","","","","","","","","","TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","MISCELLANEOUS OPHTHALMIC AGENTS","","","","","","","","","","","","","","",""
"69","c00183","ESTROGENS - UNSPECIFIED",0,97,101,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,101,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","","","","","","","","","","HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","","","","","","","","","","","","","","",""
"70","c00193","ANTIMIGRAINE AGENTS - UNSPECIFIED",0,57,58,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","ANTIMIGRAINE AGENTS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","ANTIMIGRAINE AGENTS","","","","","","","","","","","","","","",""
"71","c00249","ANTIDEPRESSANTS - UNSPECIFIED",0,242,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","","","","","","","","","","","","","","","",""
"72","c00250","MONOAMINE OXIDASE INHIBITORS - UNSPECIFIED",0,242,249,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,249,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","MONOAMINE OXIDASE INHIBITORS","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIDEPRESSANTS","MONOAMINE OXIDASE INHIBITORS","","","","","","","","","","","","","","",""
"73","c00251","ANTIPSYCHOTICS - UNSPECIFIED",0,242,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","","","","","","","","","","","","","","","",""
"74","c00253","ANOREXIANTS - UNSPECIFIED",0,57,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANOREXIANTS","","","","","","","","","","","","","","","",""
"75","c00254","IMMUNOLOGIC AGENTS - UNSPECIFIED",0,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMMUNOLOGIC AGENTS","","","","","","","","","","","","IMMUNOLOGIC AGENTS","","","","","","","","","","","","","","","","",""
"76","c00264","URINARY ANTISPASMODICS - UNSPECIFIED",0,113,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENITOURINARY TRACT AGENTS","URINARY ANTISPASMODICS","","","","","","","","","","","GENITOURINARY TRACT AGENTS","URINARY ANTISPASMODICS","","","","","","","","","","","","","","","",""
"77","d00001","ACYCLOVIR",1,1,7,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","PURINE NUCLEOSIDES","","","","","","","","","","ANTI-INFECTIVES","ANTIVIRAL AGENTS","PURINE NUCLEOSIDES","","","","","","","","","","","","","","",""
"78","d00002","AMIODARONE",1,40,46,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,46,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP III ANTIARRHYTHMICS","","","","","","","","","","CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP III ANTIARRHYTHMICS","","","","","","","","","","","","","","",""
"79","d00003","AMPICILLIN",1,1,13,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","PENICILLINS","AMINOPENICILLINS","","","","","","","","","","ANTI-INFECTIVES","PENICILLINS","AMINOPENICILLINS","","","","","","","","","","","","","","",""
"80","d00004","ATENOLOL",1,40,47,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,47,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","CARDIOSELECTIVE BETA BLOCKERS","","","","","","","","","","CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","CARDIOSELECTIVE BETA BLOCKERS","","","","","","","","","","","","","","",""
"81","d00006","CAPTOPRIL",1,40,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANGIOTENSIN CONVERTING ENZYME INHIBITORS","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANGIOTENSIN CONVERTING ENZYME INHIBITORS","","","","","","","","","","","","","","","",""
"82","d00011","CIPROFLOXACIN",1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","QUINOLONES","","","","","","","","","","","ANTI-INFECTIVES","QUINOLONES","","","","","","","","","","","","","","","",""
"83","d00012","CODEINE",1,57,58,60,122,124,NA,NA,NA,NA,NA,NA,NA,57,58,60,122,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS","RESPIRATORY AGENTS","ANTITUSSIVES","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS","RESPIRATORY AGENTS","ANTITUSSIVES","","","","","","","","","","","","",""
"84","d00013","ENALAPRIL",1,40,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANGIOTENSIN CONVERTING ENZYME INHIBITORS","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANGIOTENSIN CONVERTING ENZYME INHIBITORS","","","","","","","","","","","","","","","",""
"85","d00014","GENTAMICIN",1,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","AMINOGLYCOSIDES","","","","","","","","","","","ANTI-INFECTIVES","AMINOGLYCOSIDES","","","","","","","","","","","","","","","",""
"86","d00015","IBUPROFEN",1,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","","","","","",""
"87","d00016","LABETALOL",1,40,47,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,47,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","NON-CARDIOSELECTIVE BETA BLOCKERS","","","","","","","","","","CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","NON-CARDIOSELECTIVE BETA BLOCKERS","","","","","","","","","","","","","","",""
"88","d00017","MEPERIDINE",1,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS","","","","","","","","","","","","","","",""
"89","d00018","NADOLOL",1,40,47,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,47,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","NON-CARDIOSELECTIVE BETA BLOCKERS","","","","","","","","","","CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","NON-CARDIOSELECTIVE BETA BLOCKERS","","","","","","","","","","","","","","",""
"90","d00019","NAPROXEN",1,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","","","","","",""
"91","d00020","QUINIDINE",1,40,46,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,46,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP I ANTIARRHYTHMICS","","","","","","","","","","CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP I ANTIARRHYTHMICS","","","","","","","","","","","","","","",""
"92","d00021","RANITIDINE",1,87,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","H2 ANTAGONISTS","","","","","","","","","","","GASTROINTESTINAL AGENTS","H2 ANTAGONISTS","","","","","","","","","","","","","","","",""
"93","d00022","WARFARIN",1,81,82,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,82,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COAGULATION MODIFIERS","ANTICOAGULANTS","COUMARINS AND INDANEDIONES","","","","","","","","","","COAGULATION MODIFIERS","ANTICOAGULANTS","COUMARINS AND INDANEDIONES","","","","","","","","","","","","","","",""
"94","d00023","ALLOPURINOL",1,358,194,NA,358,289,NA,NA,NA,NA,NA,NA,NA,358,194,NA,358,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIGOUT AGENTS","","METABOLIC AGENTS","ANTIHYPERURICEMIC AGENTS","","","","","","","","METABOLIC AGENTS","ANTIGOUT AGENTS","","METABOLIC AGENTS","ANTIHYPERURICEMIC AGENTS","","","","","","","","","","","","",""
"95","d00024","AZATHIOPRINE",1,105,192,NA,254,104,NA,NA,NA,NA,NA,NA,NA,105,192,NA,254,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","ANTIRHEUMATICS","","IMMUNOLOGIC AGENTS","IMMUNOSUPPRESSIVE AGENTS","","","","","","","","MISCELLANEOUS AGENTS","ANTIRHEUMATICS","","IMMUNOLOGIC AGENTS","IMMUNOSUPPRESSIVE AGENTS","","","","","","","","","","","","",""
"96","d00026","FENOPROFEN",1,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","","","","","",""
"97","d00027","HALOPERIDOL",1,242,251,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,251,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","MISCELLANEOUS ANTIPSYCHOTIC AGENTS","","","","","","","","","","PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","MISCELLANEOUS ANTIPSYCHOTIC AGENTS","","","","","","","","","","","","","","",""
"98","d00028","KETOPROFEN",1,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","","","","","",""
"99","d00031","PROBENECID",1,358,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIGOUT AGENTS","","","","","","","","","","","METABOLIC AGENTS","ANTIGOUT AGENTS","","","","","","","","","","","","","","","",""
"100","d00032","PROPRANOLOL",1,40,46,386,40,47,275,NA,NA,NA,NA,NA,NA,40,46,386,40,47,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP II ANTIARRHYTHMICS","CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","NON-CARDIOSELECTIVE BETA BLOCKERS","","","","","","","CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP II ANTIARRHYTHMICS","CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","NON-CARDIOSELECTIVE BETA BLOCKERS","","","","","","","","","","","",""
"101","d00033","SULINDAC",1,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","","","","","",""
"102","d00034","ZIDOVUDINE",1,1,7,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","NRTIS","","","","","","","","","","ANTI-INFECTIVES","ANTIVIRAL AGENTS","NRTIS","","","","","","","","","","","","","","",""
"103","d00035","CHLOROQUINE",1,1,2,NA,1,5,238,NA,NA,NA,NA,NA,NA,1,2,NA,1,5,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","AMEBICIDES","","ANTI-INFECTIVES","ANTIMALARIAL AGENTS","ANTIMALARIAL QUINOLINES","","","","","","","ANTI-INFECTIVES","AMEBICIDES","","ANTI-INFECTIVES","ANTIMALARIAL AGENTS","ANTIMALARIAL QUINOLINES","","","","","","","","","","","",""
"104","d00036","CYCLOPHOSPHAMIDE",1,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","ALKYLATING AGENTS","","","","","","","","","","","ANTINEOPLASTICS","ALKYLATING AGENTS","","","","","","","","","","","","","","","",""
"105","d00037","DOXYCYCLINE",1,1,5,239,1,16,NA,NA,NA,NA,NA,NA,NA,1,5,239,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIMALARIAL AGENTS","MISCELLANEOUS ANTIMALARIALS","ANTI-INFECTIVES","TETRACYCLINES","","","","","","","","ANTI-INFECTIVES","ANTIMALARIAL AGENTS","MISCELLANEOUS ANTIMALARIALS","ANTI-INFECTIVES","TETRACYCLINES","","","","","","","","","","","","",""
"106","d00039","INDOMETHACIN",1,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS","","","","","","","","","","","","","","",""
"107","d00040","OXAZEPAM",1,57,67,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,67,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BENZODIAZEPINES","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BENZODIAZEPINES","","","","","","","","","","","","","","",""
"108","d00041","TETRACYCLINE",1,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","TETRACYCLINES","","","","","","","","","","","ANTI-INFECTIVES","TETRACYCLINES","","","","","","","","","","","","","","","",""
"109","d00042","CHLORPROPAMIDE",1,358,99,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","SULFONYLUREAS","","","","","","","","","","METABOLIC AGENTS","ANTIDIABETIC AGENTS","SULFONYLUREAS","","","","","","","","","","","","","","",""
"110","d00043","CLINDAMYCIN",1,1,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","LINCOMYCIN DERIVATIVES","","","","","","","","","","","ANTI-INFECTIVES","LINCOMYCIN DERIVATIVES","","","","","","","","","","","","","","","",""
"111","d00044","CLONIDINE",1,40,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIADRENERGIC AGENTS, CENTRALLY ACTING","","","","","","","","","","","CARDIOVASCULAR AGENTS","ANTIADRENERGIC AGENTS, CENTRALLY ACTING","","","","","","","","","","","","","","","",""
"112","d00045","DILTIAZEM",1,40,46,388,40,48,NA,NA,NA,NA,NA,NA,NA,40,46,388,40,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP IV ANTIARRHYTHMICS","CARDIOVASCULAR AGENTS","CALCIUM CHANNEL BLOCKING AGENTS","","","","","","","","CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP IV ANTIARRHYTHMICS","CARDIOVASCULAR AGENTS","CALCIUM CHANNEL BLOCKING AGENTS","","","","","","","","","","","","",""
"113","d00046","ERYTHROMYCIN",1,1,11,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","MACROLIDE DERIVATIVES","MACROLIDES","","","","","","","","","","ANTI-INFECTIVES","MACROLIDE DERIVATIVES","MACROLIDES","","","","","","","","","","","","","","",""
"114","d00047","RIFAMPIN",1,1,6,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTITUBERCULOSIS AGENTS","RIFAMYCIN DERIVATIVES","","","","","","","","","","ANTI-INFECTIVES","ANTITUBERCULOSIS AGENTS","RIFAMYCIN DERIVATIVES","","","","","","","","","","","","","","",""
"115","d00048","VERAPAMIL",1,40,46,388,40,48,NA,NA,NA,NA,NA,NA,NA,40,46,388,40,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP IV ANTIARRHYTHMICS","CARDIOVASCULAR AGENTS","CALCIUM CHANNEL BLOCKING AGENTS","","","","","","","","CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP IV ANTIARRHYTHMICS","CARDIOVASCULAR AGENTS","CALCIUM CHANNEL BLOCKING AGENTS","","","","","","","","","","","","",""
"116","d00050","METHADONE",1,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS","","","","","","","","","","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS","","","","","","","","","","","","","","",""
